name,h2,h3,h4,endorser,link
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Troy Carter,https://en.wikipedia.org/wiki/Troy_Carter_(politician)
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Linda Chesterfield,https://en.wikipedia.org/wiki/Linda_Chesterfield
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Frank Ciccone,https://en.wikipedia.org/wiki/Frank_Ciccone
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Leroy Comrie,https://en.wikipedia.org/wiki/Leroy_Comrie
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Hearcel Craig,https://en.wikipedia.org/wiki/Hearcel_Craig
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Elizabeth Crowley,https://en.wikipedia.org/wiki/Elizabeth_Crowley
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Lou D'Allesandro,https://en.wikipedia.org/wiki/Lou_D%27Allesandro
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Gene Davis,https://en.wikipedia.org/wiki/Gene_Davis_(politician)
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Louis DiPalma,https://en.wikipedia.org/wiki/Louis_DiPalma
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Bill Dodd,https://en.wikipedia.org/wiki/Bill_Dodd_(California_politician)
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Gary Farmer,https://en.wikipedia.org/wiki/Gary_Farmer_(Florida_politician)
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Brian Feldman,https://en.wikipedia.org/wiki/Brian_Feldman_(politician)
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Cleo Fields,https://en.wikipedia.org/wiki/Cleo_Fields
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Martha Fuller Clark,https://en.wikipedia.org/wiki/Martha_Fuller_Clark
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Randal Gaines,https://en.wikipedia.org/wiki/Randal_Gaines
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Cathleen Galgiani,https://en.wikipedia.org/wiki/Cathleen_Galgiani
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Leroy Garcia,https://en.wikipedia.org/wiki/Leroy_Garcia
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Audrey Gibson,https://en.wikipedia.org/wiki/Audrey_Gibson
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Brenda Gilmore,https://en.wikipedia.org/wiki/Brenda_Gilmore
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Steve Glazer,https://en.wikipedia.org/wiki/Steve_Glazer
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Lena Gonzalez,https://en.wikipedia.org/wiki/Lena_Gonzalez
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Ed Harbison,https://en.wikipedia.org/wiki/Ed_Harbison
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Dick Harpootlian,https://en.wikipedia.org/wiki/Dick_Harpootlian
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Jimmy Harris,https://en.wikipedia.org/wiki/Jimmy_Harris_(politician)
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Jerry Hill,https://en.wikipedia.org/wiki/Jerry_Hill_(politician)
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Juan Hinojosa,https://en.wikipedia.org/wiki/Juan_Hinojosa
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,John Horhn,https://en.wikipedia.org/wiki/John_Horhn
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Melissa Hurtado,https://en.wikipedia.org/wiki/Melissa_Hurtado
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Brad Hutto,https://en.wikipedia.org/wiki/Brad_Hutto
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Darrell Jackson,https://en.wikipedia.org/wiki/Darrell_Jackson
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Donzella James,https://en.wikipedia.org/wiki/Donzella_James
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,José Javier Rodríguez,https://en.wikipedia.org/wiki/Jos%C3%A9_Javier_Rodr%C3%ADguez_(Florida)
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Pam Jochum,https://en.wikipedia.org/wiki/Pam_Jochum
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Kevin L. Johnson,https://en.wikipedia.org/wiki/Kevin_L._Johnson
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Nathan Johnson,https://en.wikipedia.org/wiki/Nathan_M._Johnson
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Emanuel Jones,https://en.wikipedia.org/wiki/Emanuel_Jones
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Sheila Jones,https://en.wikipedia.org/wiki/Sheila_Jones
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Timothy M. Kennedy,https://en.wikipedia.org/wiki/Timothy_M._Kennedy
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Marlon Kimpson,https://en.wikipedia.org/wiki/Marlon_Kimpson
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Nancy J. King,https://en.wikipedia.org/wiki/Nancy_J._King
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Lynwood Lewis,https://en.wikipedia.org/wiki/Lynwood_Lewis
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Melanie Levesque,https://en.wikipedia.org/wiki/Melanie_Levesque
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Frank Lombardi,https://en.wikipedia.org/wiki/Frank_Lombardi
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Frank Lombardo,https://en.wikipedia.org/wiki/Frank_Lombardo
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Paul A. Lowe Jr.,https://en.wikipedia.org/wiki/Paul_A._Lowe_Jr.
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Louise Lucas,https://en.wikipedia.org/wiki/Louise_Lucas
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Jim Lykam,https://en.wikipedia.org/wiki/Jim_Lykam
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Monica Martinez,https://en.wikipedia.org/wiki/Monica_Martinez
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,John W. Matthews Jr.,https://en.wikipedia.org/wiki/John_W._Matthews_Jr.
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Michael McCaffrey,https://en.wikipedia.org/wiki/Michael_McCaffrey
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Rhode Island State Senator,https://en.wikipedia.org/wiki/Rhode_Island_State_Senate
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Jose Menendez,https://en.wikipedia.org/wiki/Jose_Menendez
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,José Nadal Power,https://en.wikipedia.org/wiki/Jos%C3%A9_Nadal_Power
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Gerald Neal,https://en.wikipedia.org/wiki/Gerald_Neal
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Sollie Norwood,https://en.wikipedia.org/wiki/Sollie_Norwood
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Marc Pacheco,https://en.wikipedia.org/wiki/Marc_Pacheco
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Roxanne Persaud,https://en.wikipedia.org/wiki/Roxanne_Persaud
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Jason Pizzo,https://en.wikipedia.org/wiki/Jason_Pizzo
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Anthony Portantino,https://en.wikipedia.org/wiki/Anthony_Portantino
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Beverly Powell,https://en.wikipedia.org/wiki/Beverly_Powell
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Ed Price,https://en.wikipedia.org/wiki/Ed_Price_(Louisiana_politician)
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Rhode Island State Senator,https://en.wikipedia.org/wiki/Rhode_Island_State_Senate
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Herman C. Quirmbach,https://en.wikipedia.org/wiki/Herman_C._Quirmbach
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Kevin Rader,https://en.wikipedia.org/wiki/Kevin_Rader
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Ronald Rice,https://en.wikipedia.org/wiki/Ronald_Rice
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Carmelo Ríos Santiago,https://en.wikipedia.org/wiki/Carmelo_R%C3%ADos_Santiago
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Dick Saslaw,https://en.wikipedia.org/wiki/Dick_Saslaw
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Sam Searcy,https://en.wikipedia.org/wiki/Sam_Searcy
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Rhode Island State Senator,https://en.wikipedia.org/wiki/Rhode_Island_State_Senate
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Vincent Sheheen,https://en.wikipedia.org/wiki/Vincent_Sheheen
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Derrick Simmons,https://en.wikipedia.org/wiki/Derrick_Simmons
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Iowa State Senator,https://en.wikipedia.org/wiki/Iowa_Senate
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Donna Soucy,https://en.wikipedia.org/wiki/Donna_Soucy
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Lionell Spruill,https://en.wikipedia.org/wiki/Lionell_Spruill
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Kevin Thomas,https://en.wikipedia.org/wiki/Kevin_Thomas_(politician)
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Perry E. Thurston Jr.,https://en.wikipedia.org/wiki/Perry_E._Thurston_Jr.
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Nancy Todd,https://en.wikipedia.org/wiki/Nancy_Todd
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Victor M. Torres Jr.,https://en.wikipedia.org/wiki/Victor_M._Torres_Jr.
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Angela Turner-Ford,https://en.wikipedia.org/wiki/Angela_Turner-Ford
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Tom Umberg,https://en.wikipedia.org/wiki/Tom_Umberg
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Janie Ward-Engelking,https://en.wikipedia.org/wiki/Janie_Ward-Engelking
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Mike Woodard,https://en.wikipedia.org/wiki/Mike_Woodard_(politician)
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Ronald N. Young,https://en.wikipedia.org/wiki/Ronald_N._Young
Joe Biden,State and territorial legislative officials,State and territorial senators,Current,Robert Zirkin,https://en.wikipedia.org/wiki/Robert_Zirkin
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Staci Appel,https://en.wikipedia.org/wiki/Staci_Appel
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Gonzalo Barrientos,https://en.wikipedia.org/wiki/Gonzalo_Barrientos
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Tod Bowman,https://en.wikipedia.org/wiki/Tod_Bowman
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,James Brochin,https://en.wikipedia.org/wiki/James_Brochin
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Bob Coffin,https://en.wikipedia.org/wiki/Bob_Coffin
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Nevada State Senator,https://en.wikipedia.org/wiki/Nevada_Senate
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Gene Fraise,https://en.wikipedia.org/wiki/Gene_Fraise
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Michael Gronstal,https://en.wikipedia.org/wiki/Michael_Gronstal
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Iowa State Senator,https://en.wikipedia.org/wiki/Iowa_Senate
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Lee Harris,https://en.wikipedia.org/wiki/Lee_Harris_(politician)
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Scott Howell,https://en.wikipedia.org/wiki/Scott_Howell_(politician)
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Jack Kibbie,https://en.wikipedia.org/wiki/Jack_Kibbie
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Sylvia Larsen,https://en.wikipedia.org/wiki/Sylvia_Larsen
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Bette Lasky,https://en.wikipedia.org/wiki/Bette_Lasky
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Maryland State Senator,https://en.wikipedia.org/wiki/Maryland_Senate
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Joel Lourie,https://en.wikipedia.org/wiki/Joel_Lourie
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Tommy Moore,https://en.wikipedia.org/wiki/Tommy_Moore_(politician)
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Kathleen O'Connor Ives,https://en.wikipedia.org/wiki/Kathleen_O%27Connor_Ives
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Tennessee State Senator,https://en.wikipedia.org/wiki/Tennessee_State_Senate
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Deborah Reynolds,https://en.wikipedia.org/wiki/Deborah_Reynolds
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Ida G. Ruben,https://en.wikipedia.org/wiki/Ida_G._Ruben
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Brian Schoenjahn,https://en.wikipedia.org/wiki/Brian_Schoenjahn
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Lois Tochtrop,https://en.wikipedia.org/wiki/Lois_Tochtrop
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Art Torres,https://en.wikipedia.org/wiki/Art_Torres
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Leticia Van de Putte,https://en.wikipedia.org/wiki/Leticia_Van_de_Putte
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Constance H. Williams,https://en.wikipedia.org/wiki/Constance_H._Williams
Joe Biden,State and territorial legislative officials,State and territorial senators,Former,Suzanne Williams,https://en.wikipedia.org/wiki/Suzanne_Williams
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Idaho State Representative,https://en.wikipedia.org/wiki/Idaho_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Kimberly Alexander,https://en.wikipedia.org/wiki/Kimberly_Alexander
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Ramon Alexander,https://en.wikipedia.org/wiki/Ramon_Alexander
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Gregg Amore,https://en.wikipedia.org/wiki/Gregg_Amore
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Rafael Anchia,https://en.wikipedia.org/wiki/Rafael_Anchia
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Carl Anderson,https://en.wikipedia.org/wiki/Carl_Anderson_(South_Carolina_politician)
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,José Aníbal Díaz,https://en.wikipedia.org/wiki/Jos%C3%A9_An%C3%ADbal_D%C3%ADaz
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Bruce Antone,https://en.wikipedia.org/wiki/Bruce_Antone
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Javier Aponte Dalmau,https://en.wikipedia.org/wiki/Javier_Aponte_Dalmau
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Brian Ashe,https://en.wikipedia.org/wiki/Brian_Ashe
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Jimmy Bales,https://en.wikipedia.org/wiki/Jimmy_Bales
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Barbara Ballard,https://en.wikipedia.org/wiki/Barbara_Ballard
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Erek Barron,https://en.wikipedia.org/wiki/Erek_Barron
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Rhode Island State Representative,https://en.wikipedia.org/wiki/Rhode_Island_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Georgia State Representative,https://en.wikipedia.org/wiki/Georgia_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Mississippi State Representative,https://en.wikipedia.org/wiki/Mississippi_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Adrienne Benavidez,https://en.wikipedia.org/wiki/Adrienne_Benavidez
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Karen Bennett,https://en.wikipedia.org/wiki/Karen_Bennett
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Beth Bernstein,https://en.wikipedia.org/wiki/Beth_Bernstein
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,James Beverly,https://en.wikipedia.org/wiki/James_Beverly
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Carlos Bianchi Angleró,https://en.wikipedia.org/wiki/Carlos_Bianchi_Angler%C3%B3
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Shannon Bilbray-Axelrod,https://en.wikipedia.org/wiki/Shannon_Bilbray-Axelrod
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Edward Blackmon Jr.,https://en.wikipedia.org/wiki/Edward_Blackmon_Jr.
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Kristin Boggs,https://en.wikipedia.org/wiki/Kristin_Boggs
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Texas State Representative,https://en.wikipedia.org/wiki/Texas_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Robert Brown,https://en.wikipedia.org/wiki/Robert_Brown_(South_Carolina_politician)
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Timi Brown-Powers,https://en.wikipedia.org/wiki/Timi_Brown-Powers
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Roger Bruce,https://en.wikipedia.org/wiki/Roger_Bruce
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Bri Buentello,https://en.wikipedia.org/wiki/Bri_Buentello
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Autumn Burke,https://en.wikipedia.org/wiki/Autumn_Burke
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Mississippi State Representative,https://en.wikipedia.org/wiki/Mississippi_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Rhonda Burnough,https://en.wikipedia.org/wiki/Rhonda_Burnough
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Jacqueline Cali-Pitts,https://en.wikipedia.org/wiki/Jacqueline_Cali-Pitts
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Dennis Canario,https://en.wikipedia.org/wiki/Dennis_Canario
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Louisiana State Representative,https://en.wikipedia.org/wiki/Louisiana_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Doreen Carter,https://en.wikipedia.org/wiki/Doreen_Carter
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Joseph Casello,https://en.wikipedia.org/wiki/Joseph_Casello
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Stephen Casey,https://en.wikipedia.org/wiki/Stephen_Casey
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Julie Casimiro,https://en.wikipedia.org/wiki/Julie_Casimiro
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Gerard Cassidy,https://en.wikipedia.org/wiki/Gerard_Cassidy
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Morgan Cephas,https://en.wikipedia.org/wiki/Morgan_Cephas
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Cesar Chavez,https://en.wikipedia.org/wiki/Cesar_Chavez_(legislator)
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Tennessee State Representative,https://en.wikipedia.org/wiki/Tennessee_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Georgia State Representative,https://en.wikipedia.org/wiki/Georgia_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Randi Clites,https://en.wikipedia.org/wiki/Randi_Clites
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,John Cloutier,https://en.wikipedia.org/wiki/John_Cloutier
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Dennis M. Cohoon,https://en.wikipedia.org/wiki/Dennis_M._Cohoon
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Garnet Coleman,https://en.wikipedia.org/wiki/Garnet_Coleman
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Ken Cooley,https://en.wikipedia.org/wiki/Ken_Cooley
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Barbara Cooper,https://en.wikipedia.org/wiki/Barbara_Cooper
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Jim Cooper,https://en.wikipedia.org/wiki/Jim_Cooper_(California_politician)
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,John Cortes,https://en.wikipedia.org/wiki/John_Cortes_(Florida_politician)
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,David Cote,https://en.wikipedia.org/wiki/David_Cote_(politician)
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Claire D. Cronin,https://en.wikipedia.org/wiki/Claire_D._Cronin
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Jeffrey Crossman,https://en.wikipedia.org/wiki/Jeffrey_Crossman
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Mark Cusack,https://en.wikipedia.org/wiki/Mark_Cusack
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Josh S. Cutler,https://en.wikipedia.org/wiki/Josh_S._Cutler
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Tom Daly,https://en.wikipedia.org/wiki/Tom_Daly_(American_politician)
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Tracie Davis,https://en.wikipedia.org/wiki/Tracie_Davis
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Jason Dawkins,https://en.wikipedia.org/wiki/Jason_Dawkins
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Mike Day,https://en.wikipedia.org/wiki/Mike_Day_(politician)
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Grace Diaz,https://en.wikipedia.org/wiki/Grace_Diaz
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Pam Dickerson,https://en.wikipedia.org/wiki/Pam_Dickerson
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Vincent Dixie,https://en.wikipedia.org/wiki/Vincent_Dixie
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Paul Donato,https://en.wikipedia.org/wiki/Paul_Donato
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Fentrice Driskell,https://en.wikipedia.org/wiki/Fentrice_Driskell
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Susan Duckworth,https://en.wikipedia.org/wiki/Susan_Duckworth
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Winfred Dukes,https://en.wikipedia.org/wiki/Winfred_Dukes
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Nicholas Duran,https://en.wikipedia.org/wiki/Nicholas_Duran
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,John Edwards,https://en.wikipedia.org/wiki/John_Edwards_(Rhode_Island_politician)
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Javier Fernández,https://en.wikipedia.org/wiki/Javier_Fernandez_(American_politician)
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Jason Fields,https://en.wikipedia.org/wiki/Jason_Fields
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Carole Fiola,https://en.wikipedia.org/wiki/Carole_Fiola
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,John Forbes,https://en.wikipedia.org/wiki/John_Forbes_(Iowa_politician)
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Gloria Frazier,https://en.wikipedia.org/wiki/Gloria_Frazier
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Bob Freeman,https://en.wikipedia.org/wiki/Bob_Freeman_(politician)
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Ozzie Fumo,https://en.wikipedia.org/wiki/Ozzie_Fumo
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Tavia Galonski,https://en.wikipedia.org/wiki/Tavia_Galonski
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Terry Garrison,https://en.wikipedia.org/wiki/Terry_Garrison
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Mary Gaskill,https://en.wikipedia.org/wiki/Mary_Gaskill
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Joe Geller,https://en.wikipedia.org/wiki/Joe_Geller
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Barbara Gervin-Hawkins,https://en.wikipedia.org/wiki/Barbara_Gervin-Hawkins
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Mike Gipson,https://en.wikipedia.org/wiki/Mike_Gipson
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Juandalynn Givan,https://en.wikipedia.org/wiki/Juandalynn_Givan
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Michael Gottlieb,https://en.wikipedia.org/wiki/Michael_Gottlieb_(politician)
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Tim Grayson,https://en.wikipedia.org/wiki/Tim_Grayson
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Michael Grieco,https://en.wikipedia.org/wiki/Michael_Grieco
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Ryan Guillen,https://en.wikipedia.org/wiki/Ryan_Guillen
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Richard Haggerty,https://en.wikipedia.org/wiki/Richard_Haggerty
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Yusuf Hakeem,https://en.wikipedia.org/wiki/Yusuf_Hakeem
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Dianne Hart,https://en.wikipedia.org/wiki/Dianne_Hart
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Joe Biden,State and territorial legislative officials,State and territorial representatives,Current,Cliff Hayes Jr.,https://en.wikipedia.org/wiki/Cliff_Hayes_Jr.
