name,h2,h3,h4,endorser,link
Joe Biden,Notable Individuals,Entertainers and artists,False,Rob Reiner,https://en.wikipedia.org/wiki/Rob_Reiner
Joe Biden,Notable Individuals,Entertainers and artists,False,Tara Strong,https://en.wikipedia.org/wiki/Tara_Strong
Joe Biden,Notable Individuals,Entertainers and artists,False,Sean Patrick Thomas,https://en.wikipedia.org/wiki/Sean_Patrick_Thomas
Joe Biden,Notable Individuals,Entertainers and artists,False,Lynn Whitfield,https://en.wikipedia.org/wiki/Lynn_Whitfield
Joe Biden,Notable Individuals,Entertainers and artists,False,Rita Wilson,https://en.wikipedia.org/wiki/Rita_Wilson
Joe Biden,Notable Individuals,Public figures,False,Jill Biden,https://en.wikipedia.org/wiki/Jill_Biden
Joe Biden,Notable Individuals,Public figures,False,Fred Guttenberg,https://en.wikipedia.org/wiki/Fred_Guttenberg
Joe Biden,Notable Individuals,Public figures,False,Khizr Khan,https://en.wikipedia.org/wiki/Khizr_and_Ghazala_Khan
Joe Biden,Notable Individuals,Public figures,False,"Chesley ""Sully"" Sullenberger",https://en.wikipedia.org/wiki/Chesley_Sullenberger
Joe Biden,Notable Individuals,Public figures,False,Christie Vilsack,https://en.wikipedia.org/wiki/Christie_Vilsack
Joe Biden,Notable Individuals,Union leaders,False,Michael Mulgrew,https://en.wikipedia.org/wiki/Michael_Mulgrew
Joe Biden,Organizations,Labor unions,False,Amalgamated Transit Union,https://en.wikipedia.org/wiki/Amalgamated_Transit_Union
Joe Biden,Organizations,Labor unions,False,"International Association of Bridge, Structural, Ornamental, and Reinforcing Iron Workers","https://en.wikipedia.org/wiki/International_Association_of_Bridge,_Structural,_Ornamental,_and_Reinforcing_Iron_Workers"
Joe Biden,Organizations,Labor unions,False,International Association of Fire Fighters,https://en.wikipedia.org/wiki/International_Association_of_Fire_Fighters
Joe Biden,Organizations,Labor unions,False,International Brotherhood of Electrical Workers,https://en.wikipedia.org/wiki/International_Brotherhood_of_Electrical_Workers
Joe Biden,Organizations,Labor unions,False,National Association of Government Employees,https://en.wikipedia.org/wiki/National_Association_of_Government_Employees
Joe Biden,Organizations,Labor unions,False,United Food And Commercial Workers Local 1776 Keystone State,https://en.wikipedia.org/wiki/UFCW_Local_1776
Joe Biden,Organizations,Newspapers,False,Las Vegas Sun,https://en.wikipedia.org/wiki/Las_Vegas_Sun
Joe Biden,Organizations,Newspapers,False,Las Vegas Weekly,https://en.wikipedia.org/wiki/Las_Vegas_Weekly
Joe Biden,Organizations,Newspapers,False,Sioux City Journal,https://en.wikipedia.org/wiki/Sioux_City_Journal
Joe Biden,Organizations,Political organizations,False,Michigan Democratic Party,https://en.wikipedia.org/wiki/Michigan_Democratic_Party
Michael Bloomberg,Federal officials,White House officials,Former,Richard V. Spencer,https://en.wikipedia.org/wiki/Richard_V._Spencer
Michael Bloomberg,Federal officials,White House officials,Former,Anthony Scaramucci,https://en.wikipedia.org/wiki/Anthony_Scaramucci
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Harley Rouda,https://en.wikipedia.org/wiki/Harley_Rouda
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Juan Vargas,https://en.wikipedia.org/wiki/Juan_Vargas
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Scott Peters,https://en.wikipedia.org/wiki/Scott_Peters_(politician)
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Stephanie Murphy,https://en.wikipedia.org/wiki/Stephanie_Murphy
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Ted Deutch,https://en.wikipedia.org/wiki/Ted_Deutch
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Lucy McBath,https://en.wikipedia.org/wiki/Lucy_McBath
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Bobby Rush,https://en.wikipedia.org/wiki/Bobby_Rush
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Haley Stevens,https://en.wikipedia.org/wiki/Haley_Stevens
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Josh Gottheimer,https://en.wikipedia.org/wiki/Josh_Gottheimer
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Mikie Sherrill,https://en.wikipedia.org/wiki/Mikie_Sherrill
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Gregory Meeks,https://en.wikipedia.org/wiki/Gregory_Meeks
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Max Rose,https://en.wikipedia.org/wiki/Max_Rose_(politician)
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Ben McAdams,https://en.wikipedia.org/wiki/Ben_McAdams
Michael Bloomberg,Federal officials,U.S. Representatives,Current,Stacey Plaskett,https://en.wikipedia.org/wiki/Stacey_Plaskett
Michael Bloomberg,Federal officials,U.S. Representatives,Former,Gloria Negrete McLeod,https://en.wikipedia.org/wiki/Gloria_Negrete_McLeod
Michael Bloomberg,Federal officials,U.S. Representatives,Former,Mike Michaud,https://en.wikipedia.org/wiki/Mike_Michaud
Michael Bloomberg,Federal officials,U.S. Representatives,Former,Mark Schauer,https://en.wikipedia.org/wiki/Mark_Schauer
Michael Bloomberg,State officials,Governors,Current,Gina Raimondo,https://en.wikipedia.org/wiki/Gina_Raimondo
Michael Bloomberg,State officials,Governors,Former,Bev Perdue,https://en.wikipedia.org/wiki/Bev_Perdue
Michael Bloomberg,State officials,State executive officials,Former,Alex Sink,https://en.wikipedia.org/wiki/Alex_Sink
Michael Bloomberg,State officials,State legislators,Current,Michael Cusick,https://en.wikipedia.org/wiki/Michael_Cusick
Michael Bloomberg,State officials,State legislators,Current,Bobby Singleton,https://en.wikipedia.org/wiki/Bobby_Singleton
Michael Bloomberg,State officials,State legislators,Current,"Cesar Chavez,  State Representative, Arizona State Legislature, District 29",False
Michael Bloomberg,State officials,State legislators,Current,Jennifer Longdon,https://en.wikipedia.org/wiki/Jennifer_Longdon
Michael Bloomberg,State officials,State legislators,Current,Richard Roth,https://en.wikipedia.org/wiki/Richard_Roth_(politician)
Michael Bloomberg,State officials,State legislators,Current,Tom Sullivan,https://en.wikipedia.org/wiki/Tom_Sullivan_(Colorado_politician)
Michael Bloomberg,State officials,State legislators,Current,Kionne McGhee,https://en.wikipedia.org/wiki/Kionne_McGhee
Michael Bloomberg,State officials,State legislators,Current,Todd Kaminsky,https://en.wikipedia.org/wiki/Todd_Kaminsky
Michael Bloomberg,State officials,State legislators,Current,Diane Savino,https://en.wikipedia.org/wiki/Diane_Savino
Michael Bloomberg,State officials,State legislators,Current,Clyde Vanel,https://en.wikipedia.org/wiki/Clyde_Vanel
Michael Bloomberg,State officials,State legislators,Current,Taylor Darling,https://en.wikipedia.org/wiki/Taylor_Raynor
Michael Bloomberg,State officials,State legislators,Former,Ian Conyers,https://en.wikipedia.org/wiki/Ian_Conyers
Michael Bloomberg,Local and municipal officials,Mayors,Current,Keith James,https://en.wikipedia.org/wiki/Keith_James
Michael Bloomberg,Local and municipal officials,Mayors,Current,Frank Scott Jr.,https://en.wikipedia.org/wiki/Frank_Scott_Jr.
Michael Bloomberg,Local and municipal officials,Mayors,Current,Ethan Berkowitz,https://en.wikipedia.org/wiki/Ethan_Berkowitz
Michael Bloomberg,Local and municipal officials,Mayors,Current,Mary Salas,https://en.wikipedia.org/wiki/Mary_Salas
Michael Bloomberg,Local and municipal officials,Mayors,Current,Aja Brown,https://en.wikipedia.org/wiki/Aja_Brown
Michael Bloomberg,Local and municipal officials,Mayors,Current,Serge Dedina,https://en.wikipedia.org/wiki/Serge_Dedina
Michael Bloomberg,Local and municipal officials,Mayors,Current,London Breed,https://en.wikipedia.org/wiki/London_Breed
Michael Bloomberg,Local and municipal officials,Mayors,Current,Sam Liccardo,https://en.wikipedia.org/wiki/Sam_Liccardo
Michael Bloomberg,Local and municipal officials,Mayors,Current,Michael Tubbs,https://en.wikipedia.org/wiki/Michael_Tubbs
Michael Bloomberg,Local and municipal officials,Mayors,Current,Greg Fischer,https://en.wikipedia.org/wiki/Greg_Fischer
Michael Bloomberg,Local and municipal officials,Mayors,Current,Adrian Perkins,https://en.wikipedia.org/wiki/Adrian_Perkins
Michael Bloomberg,Local and municipal officials,Mayors,Current,Ken Miyagishima,https://en.wikipedia.org/wiki/Ken_Miyagishima
Michael Bloomberg,Local and municipal officials,Mayors,Current,Alan Webber,https://en.wikipedia.org/wiki/Alan_Webber
Michael Bloomberg,Local and municipal officials,Mayors,Current,Kathy Sheehan,https://en.wikipedia.org/wiki/Kathy_Sheehan
Michael Bloomberg,Local and municipal officials,Mayors,Current,Lovely Warren,https://en.wikipedia.org/wiki/Lovely_Warren
Michael Bloomberg,Local and municipal officials,Mayors,Current,"Schenectady, New York","https://en.wikipedia.org/wiki/Schenectady,_New_York"
Michael Bloomberg,Local and municipal officials,Mayors,Current,Mike Spano,https://en.wikipedia.org/wiki/Mike_Spano
Michael Bloomberg,Local and municipal officials,Mayors,Current,Vi Lyles,https://en.wikipedia.org/wiki/Vi_Lyles
Michael Bloomberg,Local and municipal officials,Mayors,Current,Mary-Ann Baldwin,https://en.wikipedia.org/wiki/Mary-Ann_Baldwin
Michael Bloomberg,Local and municipal officials,Mayors,Current,Dan Horrigan,https://en.wikipedia.org/wiki/Dan_Horrigan
Michael Bloomberg,Local and municipal officials,Mayors,Current,Stephen K. Benjamin,https://en.wikipedia.org/wiki/Stephen_K._Benjamin
Michael Bloomberg,Local and municipal officials,Mayors,Current,Jim Strickland,https://en.wikipedia.org/wiki/Jim_Strickland_(politician)
Michael Bloomberg,Local and municipal officials,Mayors,Current,Sylvester Turner,https://en.wikipedia.org/wiki/Sylvester_Turner
Michael Bloomberg,Local and municipal officials,Mayors,Current,Victoria Woodards,https://en.wikipedia.org/wiki/Victoria_Woodards
Michael Bloomberg,Local and municipal officials,Mayors,Current,Muriel Bowser,https://en.wikipedia.org/wiki/Muriel_Bowser
Michael Bloomberg,Local and municipal officials,Mayors,Former,Virg Bernero,https://en.wikipedia.org/wiki/Virg_Bernero
Michael Bloomberg,Local and municipal officials,Mayors,Former,Bob Buckhorn,https://en.wikipedia.org/wiki/Bob_Buckhorn
Michael Bloomberg,Local and municipal officials,Mayors,Former,Michael B. Coleman,https://en.wikipedia.org/wiki/Michael_B._Coleman
Michael Bloomberg,Local and municipal officials,Mayors,Former,Karl Dean,https://en.wikipedia.org/wiki/Karl_Dean
Michael Bloomberg,Local and municipal officials,Mayors,Former,Manny Diaz,https://en.wikipedia.org/wiki/Manny_Diaz_(Florida_politician)
Michael Bloomberg,Local and municipal officials,Mayors,Former,Bill Finch,https://en.wikipedia.org/wiki/Bill_Finch_(politician)
Michael Bloomberg,Local and municipal officials,Mayors,Former,Philip Levine,https://en.wikipedia.org/wiki/Philip_Levine_(politician)
Michael Bloomberg,Local and municipal officials,Mayors,Former,Nancy McFarlane,https://en.wikipedia.org/wiki/Nancy_McFarlane
Michael Bloomberg,Local and municipal officials,Mayors,Former,Charles Meeker,https://en.wikipedia.org/wiki/Charles_Meeker
Michael Bloomberg,Local and municipal officials,Mayors,Former,Michael Nutter,https://en.wikipedia.org/wiki/Michael_Nutter
Michael Bloomberg,Local and municipal officials,Mayors,Former,Antonio Villaraigosa,https://en.wikipedia.org/wiki/Antonio_Villaraigosa
Michael Bloomberg,Local and municipal officials,Mayors,Former,Karen Weaver,https://en.wikipedia.org/wiki/Karen_Weaver
Michael Bloomberg,Local and municipal officials,Municipal executive officials,Current,Steve Bellone,https://en.wikipedia.org/wiki/Steve_Bellone
Michael Bloomberg,Local and municipal officials,Municipal executive officials,Current,Warren Evans,https://en.wikipedia.org/wiki/Warren_Evans
Michael Bloomberg,Local and municipal officials,Municipal executive officials,Current,Paul Vallone,https://en.wikipedia.org/wiki/Paul_Vallone
Michael Bloomberg,Local and municipal officials,Municipal executive officials,Former,C. Virginia Fields,https://en.wikipedia.org/wiki/C._Virginia_Fields
Michael Bloomberg,Local and municipal officials,Municipal executive officials,Former,Diana Taylor,https://en.wikipedia.org/wiki/Diana_Taylor_(superintendent)
Michael Bloomberg,Local and municipal officials,Municipal executive officials,Former,Claire Shulman,https://en.wikipedia.org/wiki/Claire_Shulman
Michael Bloomberg,Party officials,DNC members,Current,Khary Penebaker,https://en.wikipedia.org/wiki/Khary_Penebaker
Michael Bloomberg,Party officials,Organisations,Current,Alabama Democratic Conference,https://en.wikipedia.org/wiki/Alabama_Democratic_Conference
Michael Bloomberg,Notable individuals,Athletes and sports figures,False,Tim Duncan,https://en.wikipedia.org/wiki/Tim_Duncan
Michael Bloomberg,Notable individuals,Athletes and sports figures,False,Dhani Jones,https://en.wikipedia.org/wiki/Dhani_Jones
Michael Bloomberg,Notable individuals,Athletes and sports figures,False,Gail Marquis,https://en.wikipedia.org/wiki/Gail_Marquis
Michael Bloomberg,Notable individuals,"Authors, activists and journalists",False,Geoffrey Canada,https://en.wikipedia.org/wiki/Geoffrey_Canada
Michael Bloomberg,Notable individuals,"Authors, activists and journalists",False,Sam Donaldson,https://en.wikipedia.org/wiki/Sam_Donaldson
Michael Bloomberg,Notable individuals,"Authors, activists and journalists",False,Thomas Friedman,https://en.wikipedia.org/wiki/Thomas_Friedman
Michael Bloomberg,Notable individuals,Business leaders,False,Patricia Harris,https://en.wikipedia.org/wiki/Patricia_Harris
Michael Bloomberg,Notable individuals,Business leaders,False,Jane Rosenthal,https://en.wikipedia.org/wiki/Jane_Rosenthal
Michael Bloomberg,Notable individuals,Business leaders,False,"SKC Ogbonnia, Chairman, First Texas Energy Corporation ] business leader ",False
Michael Bloomberg,Notable individuals,Business leaders,False,Kevin Sheekey,https://en.wikipedia.org/wiki/Kevin_Sheekey
Michael Bloomberg,Notable individuals,Business leaders,False,Paula Stone Williams,https://en.wikipedia.org/wiki/Paula_Stone_Williams
Michael Bloomberg,Notable individuals,Entertainers and artists,False,Lorraine Bracco,https://en.wikipedia.org/wiki/Lorraine_Bracco
Michael Bloomberg,Notable individuals,Entertainers and artists,False,Ted Danson,https://en.wikipedia.org/wiki/Ted_Danson
Michael Bloomberg,Notable individuals,Entertainers and artists,False,Michael Douglas,https://en.wikipedia.org/wiki/Michael_Douglas
Michael Bloomberg,Notable individuals,Entertainers and artists,False,Clint Eastwood,https://en.wikipedia.org/wiki/Clint_Eastwood
Michael Bloomberg,Notable individuals,Entertainers and artists,False,Tim Gunn,https://en.wikipedia.org/wiki/Tim_Gunn
Michael Bloomberg,Notable individuals,Entertainers and artists,False,John Mellencamp,https://en.wikipedia.org/wiki/John_Mellencamp
Michael Bloomberg,Notable individuals,Entertainers and artists,False,Isaac Mizrahi,https://en.wikipedia.org/wiki/Isaac_Mizrahi
Michael Bloomberg,Notable individuals,Entertainers and artists,False,Judy Sheindlin,https://en.wikipedia.org/wiki/Judy_Sheindlin
Michael Bloomberg,Notable individuals,Entertainers and artists,False,Sam Waterston,https://en.wikipedia.org/wiki/Sam_Waterston
Pete Buttigieg,Federal officials,U.S. Representatives,Current,Pete Visclosky,https://en.wikipedia.org/wiki/Pete_Visclosky
Pete Buttigieg,Federal officials,U.S. Representatives,Current,Dave Loebsack,https://en.wikipedia.org/wiki/Dave_Loebsack
Pete Buttigieg,Federal officials,U.S. Representatives,Current,Anthony G. Brown,https://en.wikipedia.org/wiki/Anthony_G._Brown
Pete Buttigieg,Federal officials,U.S. Representatives,Current,Annie Kuster,https://en.wikipedia.org/wiki/Annie_Kuster
Pete Buttigieg,Federal officials,U.S. Representatives,Current,Kathleen Rice,https://en.wikipedia.org/wiki/Kathleen_Rice
Pete Buttigieg,Federal officials,U.S. Representatives,Current,Don Beyer,https://en.wikipedia.org/wiki/Don_Beyer
Pete Buttigieg,Federal officials,U.S. Representatives,Current,Andy Kim,https://en.wikipedia.org/wiki/Andrew_N._Kim
Pete Buttigieg,Federal officials,U.S. Representatives,Former,Patrick Murphy,https://en.wikipedia.org/wiki/Patrick_Murphy_(Pennsylvania_politician)
Pete Buttigieg,Federal officials,White House Officials,Former,David Cohen,https://en.wikipedia.org/wiki/David_Cohen_(intelligence)
Pete Buttigieg,Federal officials,White House Officials,Former,Linda Douglass,https://en.wikipedia.org/wiki/Linda_Douglass
Pete Buttigieg,Federal officials,White House Officials,Former,Eric Fanning,https://en.wikipedia.org/wiki/Eric_Fanning
Pete Buttigieg,Federal officials,White House Officials,Former,Austan Goolsbee,https://en.wikipedia.org/wiki/Austan_Goolsbee
Pete Buttigieg,Federal officials,White House Officials,Former,Philip Gordon,https://en.wikipedia.org/wiki/Philip_Gordon
Pete Buttigieg,Federal officials,White House Officials,Former,Anthony Lake,https://en.wikipedia.org/wiki/Anthony_Lake
Pete Buttigieg,Federal officials,White House Officials,Former,Reggie Love,https://en.wikipedia.org/wiki/Reggie_Love
Pete Buttigieg,Federal officials,White House Officials,Former,Ned Price,https://en.wikipedia.org/wiki/Ned_Price
Pete Buttigieg,Federal officials,White House Officials,Former,Frank Sanchez,https://en.wikipedia.org/wiki/Frank_Sanchez
Pete Buttigieg,Federal officials,White House Officials,Former,Vali Nasr,https://en.wikipedia.org/wiki/Vali_Nasr
Pete Buttigieg,Federal officials,U.S. Ambassadors,Former,Tim Broas,https://en.wikipedia.org/wiki/Tim_Broas
Pete Buttigieg,Federal officials,U.S. Ambassadors,Former,William Eacho,https://en.wikipedia.org/wiki/William_Eacho
Pete Buttigieg,Federal officials,U.S. Ambassadors,Former,Peter Galbraith,https://en.wikipedia.org/wiki/Peter_Galbraith
Pete Buttigieg,Federal officials,U.S. Ambassadors,Former,David Jacobson,https://en.wikipedia.org/wiki/David_Jacobson_(diplomat)
Pete Buttigieg,Federal officials,U.S. Ambassadors,Former,John R. Phillips,https://en.wikipedia.org/wiki/John_R._Phillips_(attorney)
Pete Buttigieg,Federal officials,U.S. Ambassadors,Former,Theodore Sedgwick,https://en.wikipedia.org/wiki/Theodore_Sedgwick_(diplomat)
Pete Buttigieg,Federal officials,U.S. Ambassadors,Former,"Suzan ""Suzi"" LeVine",https://en.wikipedia.org/wiki/Suzan_G._LeVine
Pete Buttigieg,State officials,State executive officials,Current,Henry Beck,https://en.wikipedia.org/wiki/Henry_Beck
Pete Buttigieg,State officials,State executive officials,Current,Cyrus Habib,https://en.wikipedia.org/wiki/Cyrus_Habib
Pete Buttigieg,State officials,State executive officials,Current,Eleni Kounalakis,https://en.wikipedia.org/wiki/Eleni_Kounalakis
Pete Buttigieg,State officials,State legislators,Current,Jennifer Arndt,https://en.wikipedia.org/wiki/Jennifer_Arndt
Pete Buttigieg,State officials,State legislators,Current,Bob Duff,https://en.wikipedia.org/wiki/Bob_Duff
Pete Buttigieg,State officials,State legislators,Current,Loranne Ausley,https://en.wikipedia.org/wiki/Loranne_Ausley
Pete Buttigieg,State officials,State legislators,Current,Ben Diamond,https://en.wikipedia.org/wiki/Ben_Diamond
Pete Buttigieg,State officials,State legislators,Current,Adam Hattersley,https://en.wikipedia.org/wiki/Adam_Hattersley
Pete Buttigieg,State officials,State legislators,Current,Matthew Wilson,https://en.wikipedia.org/wiki/Matthew_Wilson_(politician)
Pete Buttigieg,State officials,State legislators,Current,Stephanie Kifowit,https://en.wikipedia.org/wiki/Stephanie_Kifowit
Pete Buttigieg,State officials,State legislators,Current,Lamont Robinson,https://en.wikipedia.org/wiki/Lamont_Robinson
Pete Buttigieg,State officials,State legislators,Current,Tony Bisignano,https://en.wikipedia.org/wiki/Tony_Bisignano
Pete Buttigieg,State officials,State legislators,Current,William Dotzler,https://en.wikipedia.org/wiki/William_Dotzler
Pete Buttigieg,State officials,State legislators,Current,Brian Meyer,https://en.wikipedia.org/wiki/Brian_Meyer_(politician)
Pete Buttigieg,State officials,State legislators,Current,Jo Oldson,https://en.wikipedia.org/wiki/Jo_Oldson
Pete Buttigieg,State officials,State legislators,Current,Scott Ourth,https://en.wikipedia.org/wiki/Scott_Ourth
Pete Buttigieg,State officials,State legislators,Current,Iowa State Representative,https://en.wikipedia.org/wiki/Iowa_House_of_Representatives
Pete Buttigieg,State officials,State legislators,Current,Phyllis Thede,https://en.wikipedia.org/wiki/Phyllis_Thede
Pete Buttigieg,State officials,State legislators,Current,Kirill Reznik,https://en.wikipedia.org/wiki/Kirill_Reznik
Pete Buttigieg,State officials,State legislators,Current,Pat Young,https://en.wikipedia.org/wiki/Pat_Young
Pete Buttigieg,State officials,State legislators,Current,Will Smith,https://en.wikipedia.org/wiki/William_C._Smith_Jr.
Pete Buttigieg,State officials,State legislators,Current,Michael Rodrigues,https://en.wikipedia.org/wiki/Michael_Rodrigues_(politician)
Pete Buttigieg,State officials,State legislators,Current,Adam Hollier,https://en.wikipedia.org/wiki/Adam_Hollier
Pete Buttigieg,State officials,State legislators,Current,Sandra Jauregui,https://en.wikipedia.org/wiki/Sandra_Jauregui
Pete Buttigieg,State officials,State legislators,Current,Susan Almy,https://en.wikipedia.org/wiki/Susan_Almy
Pete Buttigieg,State officials,State legislators,Current,Martha Hennessey,https://en.wikipedia.org/wiki/Martha_Hennessey
Pete Buttigieg,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Pete Buttigieg,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Pete Buttigieg,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Pete Buttigieg,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Pete Buttigieg,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Pete Buttigieg,State officials,State legislators,Current,Amy Paulin,https://en.wikipedia.org/wiki/Amy_Paulin
Pete Buttigieg,State officials,State legislators,Current,Robert J. Rodriguez,https://en.wikipedia.org/wiki/Robert_J._Rodriguez
Pete Buttigieg,State officials,State legislators,Current,James Skoufis,https://en.wikipedia.org/wiki/James_Skoufis
Pete Buttigieg,State officials,State legislators,Current,Grier Martin,https://en.wikipedia.org/wiki/Grier_Martin
Pete Buttigieg,State officials,State legislators,Current,Joshua Boschee,https://en.wikipedia.org/wiki/Joshua_Boschee
Pete Buttigieg,State officials,State legislators,Current,Casey Weinstein,https://en.wikipedia.org/wiki/Casey_Weinstein
Pete Buttigieg,State officials,State legislators,Current,Ryan W. Pearson,https://en.wikipedia.org/wiki/Ryan_W._Pearson
Pete Buttigieg,State officials,State legislators,Current,K. Joseph Shekarchi,https://en.wikipedia.org/wiki/K._Joseph_Shekarchi
Pete Buttigieg,State officials,State legislators,Current,Justine Caldwell,https://en.wikipedia.org/wiki/Justine_Caldwell
Pete Buttigieg,State officials,State legislators,Current,South Carolina State Representative,https://en.wikipedia.org/wiki/South_Carolina_House_of_Representatives
Pete Buttigieg,State officials,State legislators,Current,Jeff Yarbro,https://en.wikipedia.org/wiki/Jeff_Yarbro
Pete Buttigieg,State officials,State legislators,Current,Adam Ebbin,https://en.wikipedia.org/wiki/Adam_Ebbin
Pete Buttigieg,State officials,State legislators,Former,Sean Shaw,https://en.wikipedia.org/wiki/Sean_Shaw
Pete Buttigieg,State officials,State legislators,Former,Steve Warnstadt,https://en.wikipedia.org/wiki/Steve_Warnstadt
Pete Buttigieg,State officials,State legislators,Former,Daryl Beall,https://en.wikipedia.org/wiki/Daryl_Beall
Pete Buttigieg,State officials,State legislators,Former,Jean Hall Lloyd-Jones,https://en.wikipedia.org/wiki/Jean_Hall_Lloyd-Jones
Pete Buttigieg,State officials,State legislators,Former,John Wittneben,https://en.wikipedia.org/wiki/John_Wittneben
Pete Buttigieg,State officials,State legislators,Former,Andrew Wenthe,https://en.wikipedia.org/wiki/Andrew_Wenthe
Pete Buttigieg,State officials,State legislators,Former,Paul Scherrman,https://en.wikipedia.org/wiki/Paul_Scherrman
Pete Buttigieg,State officials,State legislators,Former,Iowa State Representative,https://en.wikipedia.org/wiki/Iowa_House_of_Representatives
Pete Buttigieg,State officials,State legislators,Former,Iowa State Representative,https://en.wikipedia.org/wiki/Iowa_House_of_Representatives
Pete Buttigieg,State officials,State legislators,Former,Deborah Berry,https://en.wikipedia.org/wiki/Deborah_Berry
Pete Buttigieg,State officials,State legislators,Former,Patricia Farley,https://en.wikipedia.org/wiki/Patricia_Farley
Pete Buttigieg,State officials,State legislators,Former,Nevada Assemblywoman,https://en.wikipedia.org/wiki/Nevada_Assembly
Pete Buttigieg,State officials,State legislators,Former,New Hampshire State Senator,https://en.wikipedia.org/wiki/New_Hampshire_Senate
Pete Buttigieg,State officials,State legislators,Former,Mark Fernald,https://en.wikipedia.org/wiki/Mark_Fernald
Pete Buttigieg,State officials,State legislators,Former,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Pete Buttigieg,State officials,State legislators,Former,Joe Schiavoni,https://en.wikipedia.org/wiki/Joe_Schiavoni
Pete Buttigieg,State officials,State legislators,Former,James Celebrezze,https://en.wikipedia.org/wiki/James_Celebrezze
Pete Buttigieg,Municipal officials,Mayors,Current,Steve Adler,https://en.wikipedia.org/wiki/Steve_Adler_(lawyer)
Pete Buttigieg,Municipal officials,Mayors,Current,Andy Berke,https://en.wikipedia.org/wiki/Andy_Berke
Pete Buttigieg,Municipal officials,Mayors,Current,Rosalynn Bliss,https://en.wikipedia.org/wiki/Rosalynn_Bliss
Pete Buttigieg,Municipal officials,Mayors,Current,Noam Bramson,https://en.wikipedia.org/wiki/Noam_Bramson
Pete Buttigieg,Municipal officials,Mayors,Current,Luke Bronin,https://en.wikipedia.org/wiki/Luke_Bronin
Pete Buttigieg,Municipal officials,Mayors,Current,Christopher Cabaldon,https://en.wikipedia.org/wiki/Christopher_Cabaldon
Pete Buttigieg,Municipal officials,Mayors,Current,John Cranley,https://en.wikipedia.org/wiki/John_Cranley
Pete Buttigieg,Municipal officials,Mayors,Current,Michelle De La Isla,https://en.wikipedia.org/wiki/Michelle_De_La_Isla
Pete Buttigieg,Municipal officials,Mayors,Current,Jim Donchess,https://en.wikipedia.org/wiki/Jim_Donchess
Pete Buttigieg,Municipal officials,Mayors,Current,Jorge Elorza,https://en.wikipedia.org/wiki/Jorge_Elorza
Pete Buttigieg,Municipal officials,Mayors,Current,Leirion Gaylor Baird,https://en.wikipedia.org/wiki/Leirion_Gaylor_Baird
Pete Buttigieg,Municipal officials,Mayors,Current,Reed Gusciora,https://en.wikipedia.org/wiki/Reed_Gusciora
Pete Buttigieg,Municipal officials,Mayors,Current,Steve Hagerty,https://en.wikipedia.org/wiki/Steve_Hagerty
Pete Buttigieg,Municipal officials,Mayors,Current,Joe Hogsett,https://en.wikipedia.org/wiki/Joe_Hogsett
Pete Buttigieg,Municipal officials,Mayors,Current,Lydia Lavelle,https://en.wikipedia.org/wiki/Lydia_Lavelle
Pete Buttigieg,Municipal officials,Mayors,Current,Thomas McDermott Jr.,https://en.wikipedia.org/wiki/Thomas_McDermott_Jr.
Pete Buttigieg,Municipal officials,Mayors,Current,Erin Mendenhall,https://en.wikipedia.org/wiki/Erin_Mendenhall
Pete Buttigieg,Municipal officials,Mayors,Current,Tari Renner,https://en.wikipedia.org/wiki/Tari_Renner
Pete Buttigieg,Municipal officials,Mayors,Current,Terence Roberts,https://en.wikipedia.org/wiki/Terence_Roberts
Pete Buttigieg,Municipal officials,Mayors,Current,Dean Trantalis,https://en.wikipedia.org/wiki/Dean_Trantalis
Pete Buttigieg,Municipal officials,Mayors,Current,Nan Whaley,https://en.wikipedia.org/wiki/Nan_Whaley
Pete Buttigieg,Municipal officials,Mayors,Current,Jenny Wilson,https://en.wikipedia.org/wiki/Jenny_Wilson_(politician)
Pete Buttigieg,Municipal officials,Mayors,Former,Jim Gray,https://en.wikipedia.org/wiki/Jim_Gray_(American_politician)
